x,y,stall_size,genre,performance
-3,14,S,Children & Young Adult,non-better
-8,12,M,Others,non-better
-16,11,S,Others,non-better
7,3,M,"Health, Wellness & Lifestyle",non-better
13,5,L,Science & Technology,better
-2,7,L,Business & Management,non-better
3,11,M,Children & Young Adult,non-better
-2,3,M,"Health, Wellness & Lifestyle",better
-18,7,M,"Health, Wellness & Lifestyle",better
-17,8,M,History & Culture,better
-1,15,M,"Religion, Philosophy & Spirituality",better
9,8,M,Fiction & Literature,non-better
7,5,L,"Religion, Philosophy & Spirituality",non-better
11,5,M,"Arts, Design & Photography",better
5,2,L,Business & Management,better
3,5,L,"Religion, Philosophy & Spirituality",better
-6,14,M,"Arts, Design & Photography",non-better
12,6,S,Children & Young Adult,non-better
20,14,S,Business & Management,better
16,6,S,Children & Young Adult,non-better
18,7,S,Children & Young Adult,better
-8,0,L,Educational & Academic,non-better
-3,13,L,Fiction & Literature,non-better
-4,14,S,Others,better
1,10,L,Business & Management,better
12,5,L,Fiction & Literature,better
-14,11,L,Educational & Academic,non-better
-10,10,L,Science & Technology,non-better
17,11,M,Others,better
3,11,S,Science & Technology,non-better
-10,2,M,Educational & Academic,non-better
19,8,S,Educational & Academic,non-better
16,0,M,Fiction & Literature,non-better
11,4,M,History & Culture,better
7,4,M,"Religion, Philosophy & Spirituality",better
11,12,M,Business & Management,better
-6,6,M,"Health, Wellness & Lifestyle",better
7,0,M,Fiction & Literature,non-better
15,4,S,"Health, Wellness & Lifestyle",better
9,7,M,"Arts, Design & Photography",better
-16,6,L,"Arts, Design & Photography",better
9,13,M,"Religion, Philosophy & Spirituality",better
-2,4,S,History & Culture,better
13,9,L,"Religion, Philosophy & Spirituality",better
-3,10,S,Science & Technology,non-better
-1,14,M,Science & Technology,better
13,4,L,Business & Management,better
-11,12,M,Fiction & Literature,better
-2,4,S,Others,better
14,11,L,Fiction & Literature,non-better
13,7,S,Science & Technology,non-better
5,0,L,"Arts, Design & Photography",better
2,11,M,Children & Young Adult,better
-9,8,S,"Religion, Philosophy & Spirituality",non-better
5,14,S,"Arts, Design & Photography",better
3,4,M,Business & Management,better
12,9,M,Children & Young Adult,non-better
-14,8,S,Educational & Academic,better
12,3,M,Fiction & Literature,better
-13,3,S,Children & Young Adult,non-better
-4,1,L,Science & Technology,non-better
6,10,M,"Health, Wellness & Lifestyle",non-better
5,10,L,Educational & Academic,non-better
-17,11,M,Educational & Academic,non-better
6,3,L,"Arts, Design & Photography",better
10,7,L,Children & Young Adult,better
6,9,L,"Health, Wellness & Lifestyle",non-better
-20,0,M,Science & Technology,non-better
-19,15,L,"Religion, Philosophy & Spirituality",non-better
16,12,L,Others,better
-12,4,M,Educational & Academic,better
2,7,S,Others,better
-10,4,M,History & Culture,better
-4,10,L,Children & Young Adult,non-better
-6,4,M,"Health, Wellness & Lifestyle",better
5,12,M,Fiction & Literature,non-better
2,0,M,Children & Young Adult,better
17,3,S,Science & Technology,better
-15,6,S,Educational & Academic,non-better
-1,8,L,Science & Technology,better
1,8,L,Others,non-better
-3,9,L,"Religion, Philosophy & Spirituality",better
-1,12,M,Science & Technology,non-better
-17,10,M,"Health, Wellness & Lifestyle",non-better
-5,12,S,Fiction & Literature,better
-9,7,S,History & Culture,non-better
-14,12,L,Children & Young Adult,non-better
-14,1,S,Business & Management,better
-6,12,M,"Religion, Philosophy & Spirituality",non-better
15,1,S,Children & Young Adult,non-better
0,0,M,Others,better
8,13,S,Fiction & Literature,non-better
2,14,M,"Health, Wellness & Lifestyle",better
-9,4,M,History & Culture,better
7,10,L,Educational & Academic,better
19,2,S,Children & Young Adult,better
8,7,M,Others,better
-13,7,S,Business & Management,better
0,1,L,Business & Management,better
-20,1,M,"Arts, Design & Photography",better
19,11,L,Fiction & Literature,non-better
-14,10,S,Children & Young Adult,non-better
7,10,M,Educational & Academic,better
-11,12,S,"Arts, Design & Photography",better
-8,10,L,Children & Young Adult,better
13,6,L,"Arts, Design & Photography",non-better
1,1,S,Children & Young Adult,non-better
-12,13,M,Fiction & Literature,better
-2,12,M,Children & Young Adult,non-better
16,6,L,History & Culture,better
11,0,S,Business & Management,non-better
0,12,S,"Religion, Philosophy & Spirituality",non-better
3,4,S,"Religion, Philosophy & Spirituality",better
-6,9,S,"Arts, Design & Photography",non-better
12,5,S,"Health, Wellness & Lifestyle",better
-11,6,M,"Religion, Philosophy & Spirituality",non-better
-5,2,M,Children & Young Adult,non-better
0,13,S,Science & Technology,non-better
12,5,M,"Arts, Design & Photography",better
15,5,L,Others,better
-16,4,M,Business & Management,better
-18,0,M,Others,better
-16,9,S,"Religion, Philosophy & Spirituality",non-better
-17,10,L,Business & Management,non-better
-12,12,S,"Religion, Philosophy & Spirituality",better
-8,1,M,Others,non-better
-20,9,M,"Religion, Philosophy & Spirituality",better
2,3,M,"Health, Wellness & Lifestyle",non-better
-3,8,L,Children & Young Adult,better
-18,3,S,Business & Management,non-better
-2,9,L,Science & Technology,better
-12,2,S,"Arts, Design & Photography",non-better
17,12,M,Children & Young Adult,non-better
-19,15,L,Science & Technology,better
2,4,S,"Health, Wellness & Lifestyle",better
8,1,S,Fiction & Literature,non-better
-16,12,L,Educational & Academic,non-better
-12,9,L,"Health, Wellness & Lifestyle",better
-2,15,L,Fiction & Literature,better
7,1,S,"Religion, Philosophy & Spirituality",better
20,10,S,Science & Technology,better
20,0,L,Educational & Academic,better
19,11,S,"Arts, Design & Photography",better
11,6,M,"Health, Wellness & Lifestyle",non-better
-9,5,M,Science & Technology,non-better
-1,6,S,Business & Management,better
-7,0,L,Fiction & Literature,better
18,14,S,Science & Technology,better
-10,7,L,Business & Management,better
-6,4,S,"Health, Wellness & Lifestyle",non-better
-13,5,M,Fiction & Literature,better
-6,13,L,Science & Technology,better
-7,14,L,"Health, Wellness & Lifestyle",non-better
-14,0,M,"Religion, Philosophy & Spirituality",better
12,0,S,Educational & Academic,non-better
8,10,M,History & Culture,better
10,8,M,"Religion, Philosophy & Spirituality",better
-19,8,L,"Health, Wellness & Lifestyle",non-better
8,5,L,Educational & Academic,non-better
-15,14,L,History & Culture,non-better
-5,0,M,History & Culture,non-better
-18,1,S,Fiction & Literature,better
-4,9,M,"Health, Wellness & Lifestyle",better
0,15,S,Business & Management,better
8,3,S,Business & Management,better
3,4,L,Educational & Academic,non-better
-2,4,S,Educational & Academic,better
20,3,L,"Religion, Philosophy & Spirituality",better
7,11,L,"Religion, Philosophy & Spirituality",better
3,10,S,Business & Management,better
8,2,S,History & Culture,non-better
5,3,L,Business & Management,better
-9,12,L,History & Culture,better
19,5,L,"Health, Wellness & Lifestyle",non-better
-10,0,S,History & Culture,non-better
-1,15,L,Children & Young Adult,non-better
-12,12,S,Educational & Academic,non-better
-17,0,L,Others,better
12,10,M,Science & Technology,non-better
-14,10,L,Business & Management,non-better
-17,9,M,Others,better
-20,12,L,"Health, Wellness & Lifestyle",better
-16,1,M,Business & Management,non-better
10,11,L,Children & Young Adult,non-better
-4,2,S,Science & Technology,better
-12,5,M,Science & Technology,better
-2,4,M,Educational & Academic,non-better
7,12,L,Business & Management,non-better
-7,4,M,Educational & Academic,non-better
1,6,S,Business & Management,better
-4,1,S,Others,non-better
-8,14,S,History & Culture,better
-10,15,M,Business & Management,better
-3,12,L,Fiction & Literature,better
-17,1,S,Children & Young Adult,non-better
10,7,L,Children & Young Adult,better
-15,5,S,"Arts, Design & Photography",better
-9,15,L,History & Culture,better
-16,9,L,"Health, Wellness & Lifestyle",better
-7,6,L,"Religion, Philosophy & Spirituality",better
-11,9,L,Science & Technology,better
-15,13,L,Educational & Academic,non-better
18,0,M,Others,non-better
10,5,S,Science & Technology,non-better
1,1,S,History & Culture,non-better
-11,12,S,Educational & Academic,better
-4,5,M,"Arts, Design & Photography",better
-16,0,L,"Health, Wellness & Lifestyle",better
-11,15,M,History & Culture,non-better
-1,4,S,"Religion, Philosophy & Spirituality",non-better
-2,5,S,"Arts, Design & Photography",better
-1,9,S,Others,better
-6,9,S,Children & Young Adult,non-better
-2,9,L,Science & Technology,non-better
-5,4,M,"Arts, Design & Photography",better
10,12,L,Children & Young Adult,better
9,2,L,Others,better
-19,15,M,History & Culture,non-better
15,5,M,Others,non-better
8,15,S,Fiction & Literature,non-better
19,6,S,Children & Young Adult,non-better
-14,7,L,Business & Management,better
13,12,L,"Arts, Design & Photography",better
-8,12,M,Children & Young Adult,non-better
-19,2,L,Science & Technology,non-better
10,14,L,Fiction & Literature,non-better
-14,12,M,Science & Technology,better
12,13,M,Others,non-better
9,1,L,"Arts, Design & Photography",non-better
-13,5,L,Educational & Academic,non-better
-8,10,L,History & Culture,non-better
9,2,M,Science & Technology,better
-4,8,L,Fiction & Literature,non-better
-13,9,L,"Religion, Philosophy & Spirituality",better
-12,4,M,History & Culture,non-better
2,5,L,"Arts, Design & Photography",better
12,9,S,History & Culture,non-better
-18,7,S,"Religion, Philosophy & Spirituality",non-better
9,12,M,Others,non-better
-4,0,M,Educational & Academic,better
-17,7,S,Fiction & Literature,non-better
12,6,M,Educational & Academic,better
-2,4,L,Business & Management,better
-13,6,M,Science & Technology,non-better
-12,11,L,Educational & Academic,non-better
-14,13,L,Fiction & Literature,non-better
-8,10,S,Others,better
18,6,L,"Arts, Design & Photography",better
-2,5,S,"Arts, Design & Photography",better
-7,14,L,Children & Young Adult,better
-5,4,L,"Health, Wellness & Lifestyle",non-better
10,6,S,Business & Management,better
9,9,S,Others,better
-10,13,L,Fiction & Literature,better
6,5,S,Educational & Academic,better
17,2,M,"Health, Wellness & Lifestyle",non-better
6,0,M,"Arts, Design & Photography",non-better
-3,1,M,Science & Technology,better
-5,5,M,Business & Management,non-better
16,10,L,"Religion, Philosophy & Spirituality",better
-15,7,L,Children & Young Adult,better
-20,1,M,Children & Young Adult,non-better
-20,8,M,Children & Young Adult,non-better
19,11,L,History & Culture,non-better
11,6,S,Fiction & Literature,non-better
14,9,S,"Religion, Philosophy & Spirituality",non-better
4,13,S,"Health, Wellness & Lifestyle",non-better
-1,10,S,Children & Young Adult,better
13,12,S,Educational & Academic,better
19,3,L,Business & Management,better
-11,6,S,Science & Technology,better
-4,4,S,"Health, Wellness & Lifestyle",better
-3,6,S,Children & Young Adult,better
-12,4,M,"Health, Wellness & Lifestyle",better
-16,10,S,"Arts, Design & Photography",non-better
-3,1,M,Science & Technology,non-better
16,14,M,"Health, Wellness & Lifestyle",better
-15,0,M,"Health, Wellness & Lifestyle",better
15,2,M,"Religion, Philosophy & Spirituality",better
-9,15,S,Fiction & Literature,better
-11,0,S,"Health, Wellness & Lifestyle",better
-17,1,L,"Health, Wellness & Lifestyle",non-better
-13,1,L,Others,non-better
5,4,S,"Health, Wellness & Lifestyle",non-better
-13,11,M,History & Culture,better
8,4,S,Science & Technology,better
17,11,S,History & Culture,better
7,0,M,Business & Management,non-better
-5,14,S,Business & Management,non-better
-15,0,M,Fiction & Literature,non-better
11,9,M,Children & Young Adult,non-better
-12,12,M,Business & Management,non-better
-3,9,S,"Health, Wellness & Lifestyle",better
-3,12,M,Fiction & Literature,non-better
4,12,L,"Arts, Design & Photography",non-better
-8,11,L,"Health, Wellness & Lifestyle",non-better
-8,4,M,Others,non-better
-17,4,S,Fiction & Literature,non-better
-18,8,M,"Health, Wellness & Lifestyle",non-better
-16,1,S,Others,better
-18,12,L,Educational & Academic,better
15,7,M,History & Culture,better
-6,14,M,Science & Technology,better
2,1,L,Others,non-better
-16,14,L,Children & Young Adult,better
-20,1,S,Science & Technology,better
12,2,L,Fiction & Literature,better
-20,1,M,"Arts, Design & Photography",non-better
11,6,L,"Arts, Design & Photography",non-better
-5,4,L,"Arts, Design & Photography",better
9,10,M,Others,non-better
8,1,M,Fiction & Literature,non-better
-11,3,L,"Religion, Philosophy & Spirituality",non-better
8,2,M,"Religion, Philosophy & Spirituality",non-better
16,4,M,"Religion, Philosophy & Spirituality",non-better
19,0,S,Children & Young Adult,non-better
11,0,S,Business & Management,non-better
-16,13,S,Science & Technology,non-better
13,14,L,Others,non-better
17,12,S,Business & Management,non-better
20,10,S,"Religion, Philosophy & Spirituality",better
6,2,M,Science & Technology,better
-13,3,L,Children & Young Adult,non-better
9,9,L,"Health, Wellness & Lifestyle",non-better
-3,0,S,"Arts, Design & Photography",better
-5,8,S,Others,non-better
-19,4,S,Business & Management,better
3,8,L,"Health, Wellness & Lifestyle",non-better
-14,14,M,"Religion, Philosophy & Spirituality",better
-13,13,M,"Health, Wellness & Lifestyle",non-better
-18,11,L,Children & Young Adult,better
-6,11,L,Others,better
-15,9,S,Science & Technology,better
2,6,M,History & Culture,non-better
4,6,S,"Arts, Design & Photography",non-better
2,14,L,Others,better
19,5,S,Children & Young Adult,non-better
-10,6,L,Business & Management,non-better
11,0,S,Fiction & Literature,better
7,8,M,Educational & Academic,better
-2,15,M,Others,better
3,11,M,Fiction & Literature,non-better
8,2,S,Others,non-better
9,13,S,Others,non-better
-6,15,L,"Arts, Design & Photography",better
-6,11,L,Science & Technology,non-better
4,10,M,Educational & Academic,better
18,2,L,Children & Young Adult,non-better
-9,9,L,Educational & Academic,better
7,13,L,Others,non-better
2,7,S,"Religion, Philosophy & Spirituality",better
4,2,S,"Arts, Design & Photography",better
-7,1,S,Children & Young Adult,non-better
-20,15,L,Children & Young Adult,better
-11,11,L,History & Culture,non-better
-1,10,L,Fiction & Literature,better
14,15,L,Children & Young Adult,better
7,7,M,"Health, Wellness & Lifestyle",non-better
20,13,S,"Arts, Design & Photography",non-better
-20,2,L,Educational & Academic,better
1,1,M,Science & Technology,non-better
-3,2,M,History & Culture,non-better
-17,13,M,Educational & Academic,non-better
2,15,S,Science & Technology,non-better
6,7,M,Business & Management,non-better
-2,5,S,"Health, Wellness & Lifestyle",non-better
-13,2,L,"Religion, Philosophy & Spirituality",better
-19,13,L,Others,better
12,1,S,Science & Technology,non-better
15,2,M,"Religion, Philosophy & Spirituality",non-better
-15,13,S,Children & Young Adult,non-better
-2,11,S,"Health, Wellness & Lifestyle",non-better
-12,14,M,Children & Young Adult,non-better
13,1,M,Fiction & Literature,better
-18,8,S,Educational & Academic,better
-14,1,L,Children & Young Adult,non-better
6,12,L,"Religion, Philosophy & Spirituality",better
-14,7,L,Others,better
14,2,L,"Health, Wellness & Lifestyle",non-better
-10,7,M,Science & Technology,better
-11,6,S,Others,non-better
6,10,L,"Religion, Philosophy & Spirituality",non-better
17,14,S,Others,better
0,2,M,Others,non-better
-2,7,S,History & Culture,better
-7,3,L,Children & Young Adult,non-better
-6,7,M,"Arts, Design & Photography",better
7,1,M,Educational & Academic,non-better
1,7,M,History & Culture,non-better
-12,9,L,Educational & Academic,better
